Date,TeamA,TeamB,ScoreA,ScoreB,Sex,TournamentName,year,Venue
2009/12/06,Tunisia,Norway,25,36,W,WorldChampionship,2009,China
2009/12/06,Japan,Romania,28,37,W,WorldChampionship,2009,China
2009/12/07,Japan,Tunisia,31,31,W,WorldChampionship,2009,China
2009/12/07,Norway,Chile,44,15,W,WorldChampionship,2009,China
2009/12/07,Romania,Hungary,31,25,W,WorldChampionship,2009,China
2009/12/09,Chile,Japan,19,38,W,WorldChampionship,2009,China
2009/12/09,Hungary,Norway,19,25,W,WorldChampionship,2009,China
2009/12/09,Romania,Tunisia,39,22,W,WorldChampionship,2009,China
2009/12/10,Tunisia,Chile,34,16,W,WorldChampionship,2009,China
2009/12/10,Norway,Romania,25,24,W,WorldChampionship,2009,China
2009/12/10,Hungary,Japan,35,28,W,WorldChampionship,2009,China
2009/12/05,South Korea,Kazakhstan,39,21,W,WorldChampionship,2009,China
2009/12/05,Spain,Ivory Coast,29,18,W,WorldChampionship,2009,China
2009/12/05,China,Argentina,26,15,W,WorldChampionship,2009,China
2009/12/06,Ivory Coast,South Korea,26,35,W,WorldChampionship,2009,China
2009/12/06,Argentina,Spain,15,33,W,WorldChampionship,2009,China
2009/12/06,Kazakhstan,China,13,25,W,WorldChampionship,2009,China
2009/12/07,Ivory Coast,Argentina,19,19,W,WorldChampionship,2009,China
2009/12/07,South Korea,China,33,25,W,WorldChampionship,2009,China
2009/12/07,Spain,Kazakhstan,30,12,W,WorldChampionship,2009,China
2009/12/09,Kazakhstan,Ivory Coast,22,30,W,WorldChampionship,2009,China
2009/12/09,China,Spain,12,27,W,WorldChampionship,2009,China
2009/12/09,South Korea,Argentina,36,15,W,WorldChampionship,2009,China
2009/12/10,Argentina,Kazakhstan,24,28,W,WorldChampionship,2009,China
2009/12/10,China,Ivory Coast,35,21,W,WorldChampionship,2009,China
2009/12/10,Spain,South Korea,28,27,W,WorldChampionship,2009,China
2009/12/12,Germany,Russia,22,34,W,WorldChampionship,2009,China
2009/12/12,France,Angola,33,24,W,WorldChampionship,2009,China
2009/12/12,Denmark,Austria,30,27,W,WorldChampionship,2009,China
2009/12/13,Austria,Germany,26,29,W,WorldChampionship,2009,China
2009/12/13,Russia,France,23,24,W,WorldChampionship,2009,China
2009/12/13,Angola,Denmark,28,23,W,WorldChampionship,2009,China
2009/12/15,Germany,Angola,25,21,W,WorldChampionship,2009,China
2009/12/15,France,Austria,35,20,W,WorldChampionship,2009,China
2009/12/15,Denmark,Russia,25,30,W,WorldChampionship,2009,China
2009/12/12,Romania,China,40,19,W,WorldChampionship,2009,China
2009/12/12,Norway,South Korea,27,28,W,WorldChampionship,2009,China
2009/12/12,Hungary,Spain,21,21,W,WorldChampionship,2009,China
2009/12/13,South Korea,Hungary,28,28,W,WorldChampionship,2009,China
2009/12/13,China,Norway,19,34,W,WorldChampionship,2009,China
2009/12/13,Spain,Romania,26,25,W,WorldChampionship,2009,China
2009/12/15,Hungary,China,25,21,W,WorldChampionship,2009,China
2009/12/15,Norway,Spain,27,24,W,WorldChampionship,2009,China
2009/12/15,Romania,South Korea,34,34,W,WorldChampionship,2009,China
2009/12/12,Brazil,Australia,45,12,W,WorldChampionship,2009,China
2009/12/12,Congo,Ukraine,30,38,W,WorldChampionship,2009,China
2009/12/12,Sweden,Thailand,49,18,W,WorldChampionship,2009,China
2009/12/13,Ukraine,Brazil,30,36,W,WorldChampionship,2009,China
2009/12/13,Australia,Sweden,21,66,W,WorldChampionship,2009,China
2009/12/13,Thailand,Congo,24,32,W,WorldChampionship,2009,China
2009/12/14,Congo,Australia,33,22,W,WorldChampionship,2009,China
2009/12/14,Brazil,Thailand,44,19,W,WorldChampionship,2009,China
2009/12/14,Sweden,Ukraine,34,31,W,WorldChampionship,2009,China
2009/12/12,Tunisia,Argentina,32,22,W,WorldChampionship,2009,China
2009/12/12,Chile,Ivory Coast,19,28,W,WorldChampionship,2009,China
2009/12/12,Japan,Kazakhstan,33,17,W,WorldChampionship,2009,China
2009/12/13,Ivory Coast,Tunisia,27,39,W,WorldChampionship,2009,China
2009/12/13,Argentina,Japan,25,24,W,WorldChampionship,2009,China
2009/12/13,Kazakhstan,Chile,32,26,W,WorldChampionship,2009,China
2009/12/14,Chile,Argentina,16,22,W,WorldChampionship,2009,China
2009/12/14,Tunisia,Kazakhstan,33,20,W,WorldChampionship,2009,China
2009/12/14,Japan,Ivory Coast,32,31,W,WorldChampionship,2009,China
2009/12/15,Australia,Chile,21,32,W,WorldChampionship,2009,China
2009/12/15,Thailand,Kazakhstan,27,23,W,WorldChampionship,2009,China
2009/12/15,Congo,Argentina,26,35,W,WorldChampionship,2009,China
2009/12/15,Ukraine,Ivory Coast,34,29,W,WorldChampionship,2009,China
2009/12/15,Brazil,Japan,31,29,W,WorldChampionship,2009,China
2009/12/15,Sweden,Tunisia,33,31,W,WorldChampionship,2009,China
2009/12/17,Angola,China,26,25,W,WorldChampionship,2009,China
2009/12/17,Austria,Hungary,25,41,W,WorldChampionship,2009,China
2009/12/17,Germany,Romania,35,25,W,WorldChampionship,2009,China
2009/12/17,Denmark,South Korea,33,31,W,WorldChampionship,2009,China
2009/12/18,France,Spain,27,23,W,WorldChampionship,2009,China
2009/12/18,Norway,Russia,20,28,W,WorldChampionship,2009,China
2009/12/20,Spain,Norway,26,31,W,WorldChampionship,2009,China
2009/12/20,France,Russia,22,25,W,WorldChampionship,2009,China
2011/12/03,Montenegro,Iceland,21,22,W,WorldChampionship,2011,Brazil
2011/12/03,Norway,Germany,28,31,W,WorldChampionship,2011,Brazil
2011/12/03,Angola,China,30,29,W,WorldChampionship,2011,Brazil
2011/12/04,Germany,Montenegro,24,25,W,WorldChampionship,2011,Brazil
2011/12/04,China,Norway,16,43,W,WorldChampionship,2011,Brazil
2011/12/04,Iceland,Angola,24,28,W,WorldChampionship,2011,Brazil
2011/12/06,Montenegro,Angola,28,26,W,WorldChampionship,2011,Brazil
2011/12/06,Norway,Iceland,27,14,W,WorldChampionship,2011,Brazil
2011/12/06,Germany,China,23,22,W,WorldChampionship,2011,Brazil
2011/12/07,Montenegro,China,42,15,W,WorldChampionship,2011,Brazil
2011/12/07,Angola,Norway,20,26,W,WorldChampionship,2011,Brazil
2011/12/07,Iceland,Germany,26,20,W,WorldChampionship,2011,Brazil
2011/12/09,Angola,Germany,25,22,W,WorldChampionship,2011,Brazil
2011/12/09,Norway,Montenegro,28,27,W,WorldChampionship,2011,Brazil
2011/12/09,China,Iceland,16,23,W,WorldChampionship,2011,Brazil
2011/12/03,Kazakhstan,Australia,37,9,W,WorldChampionship,2011,Brazil
2011/12/03,Russia,South Korea,39,24,W,WorldChampionship,2011,Brazil
2011/12/03,Netherlands,Spain,27,34,W,WorldChampionship,2011,Brazil
2011/12/04,South Korea,Kazakhstan,31,19,W,WorldChampionship,2011,Brazil
2011/12/04,Spain,Russia,22,28,W,WorldChampionship,2011,Brazil
2011/12/04,Australia,Netherlands,15,53,W,WorldChampionship,2011,Brazil
2011/12/06,Russia,Australia,45,8,W,WorldChampionship,2011,Brazil
2011/12/06,Kazakhstan,Netherlands,20,32,W,WorldChampionship,2011,Brazil
2011/12/06,South Korea,Spain,26,29,W,WorldChampionship,2011,Brazil
2011/12/07,Netherlands,Russia,26,35,W,WorldChampionship,2011,Brazil
2011/12/07,Kazakhstan,Spain,18,27,W,WorldChampionship,2011,Brazil
2011/12/07,Australia,South Korea,11,45,W,WorldChampionship,2011,Brazil
2011/12/09,Spain,Australia,39,9,W,WorldChampionship,2011,Brazil
2011/12/09,Netherlands,South Korea,26,38,W,WorldChampionship,2011,Brazil
2011/12/09,Russia,Kazakhstan,34,19,W,WorldChampionship,2011,Brazil
2011/12/02,Brazil,Cuba,37,21,W,WorldChampionship,2011,Brazil
2011/12/03,Romania,Tunisia,30,28,W,WorldChampionship,2011,Brazil
2011/12/03,France,Japan,41,22,W,WorldChampionship,2011,Brazil
2011/12/05,Cuba,Romania,27,33,W,WorldChampionship,2011,Brazil
2011/12/05,Tunisia,France,17,25,W,WorldChampionship,2011,Brazil
2011/12/05,Japan,Brazil,24,32,W,WorldChampionship,2011,Brazil
2011/12/06,Tunisia,Cuba,32,29,W,WorldChampionship,2011,Brazil
2011/12/06,Romania,Japan,28,28,W,WorldChampionship,2011,Brazil
2011/12/06,France,Brazil,22,26,W,WorldChampionship,2011,Brazil
2011/12/08,Japan,Tunisia,32,31,W,WorldChampionship,2011,Brazil
2011/12/08,France,Cuba,38,18,W,WorldChampionship,2011,Brazil
2011/12/08,Brazil,Romania,33,28,W,WorldChampionship,2011,Brazil
2011/12/09,Cuba,Japan,24,32,W,WorldChampionship,2011,Brazil
2011/12/09,Romania,France,20,39,W,WorldChampionship,2011,Brazil
2011/12/09,Brazil,Tunisia,34,33,W,WorldChampionship,2011,Brazil
2011/12/03,Sweden,Argentina,37,11,W,WorldChampionship,2011,Brazil
2011/12/03,Denmark,Uruguay,36,10,W,WorldChampionship,2011,Brazil
2011/12/03,Croatia,Ivory Coast,36,20,W,WorldChampionship,2011,Brazil
2011/12/05,Ivory Coast,Sweden,25,28,W,WorldChampionship,2011,Brazil
2011/12/05,Argentina,Denmark,13,31,W,WorldChampionship,2011,Brazil
2011/12/05,Uruguay,Croatia,15,45,W,WorldChampionship,2011,Brazil
2011/12/06,Sweden,Uruguay,31,14,W,WorldChampionship,2011,Brazil
2011/12/06,Denmark,Croatia,23,19,W,WorldChampionship,2011,Brazil
2011/12/06,Argentina,Ivory Coast,19,25,W,WorldChampionship,2011,Brazil
2011/12/08,Croatia,Sweden,27,26,W,WorldChampionship,2011,Brazil
2011/12/08,Denmark,Ivory Coast,38,17,W,WorldChampionship,2011,Brazil
2011/12/08,Uruguay,Argentina,19,16,W,WorldChampionship,2011,Brazil
2011/12/09,Ivory Coast,Uruguay,31,24,W,WorldChampionship,2011,Brazil
2011/12/09,Sweden,Denmark,19,20,W,WorldChampionship,2011,Brazil
2011/12/09,Croatia,Argentina,23,18,W,WorldChampionship,2011,Brazil
2011/12/11,South Korea,Angola,29,30,W,WorldChampionship,2011,Brazil
2011/12/11,Russia,Iceland,30,19,W,WorldChampionship,2011,Brazil
2011/12/11,Norway,Netherlands,34,22,W,WorldChampionship,2011,Brazil
2011/12/11,Montenegro,Spain,19,23,W,WorldChampionship,2011,Brazil
2011/12/12,Sweden,France,23,26,W,WorldChampionship,2011,Brazil
2011/12/12,Romania,Croatia,27,28,W,WorldChampionship,2011,Brazil
2011/12/12,Denmark,Japan,23,22,W,WorldChampionship,2011,Brazil
2011/12/12,Brazil,Ivory Coast,35,22,W,WorldChampionship,2011,Brazil
2011/12/14,Russia,France,23,25,W,WorldChampionship,2011,Brazil
2011/12/14,Angola,Denmark,23,28,W,WorldChampionship,2011,Brazil
2011/12/14,Croatia,Norway,25,30,W,WorldChampionship,2011,Brazil
2011/12/14,Spain,Brazil,27,26,W,WorldChampionship,2011,Brazil
2011/12/16,Russia,Angola,41,31,W,WorldChampionship,2011,Brazil
2011/12/16,Croatia,Brazil,31,32,W,WorldChampionship,2011,Brazil
2011/12/16,France,Denmark,28,23,W,WorldChampionship,2011,Brazil
2011/12/16,Norway,Spain,30,22,W,WorldChampionship,2011,Brazil
2011/12/18,Angola,Croatia,29,32,W,WorldChampionship,2011,Brazil
2011/12/18,Russia,Brazil,20,36,W,WorldChampionship,2011,Brazil
2011/12/18,Denmark,Spain,18,24,W,WorldChampionship,2011,Brazil
2011/12/18,France,Norway,24,32,W,WorldChampionship,2011,Brazil
2011/12/11,Germany,Kazakhstan,37,14,W,WorldChampionship,2011,Brazil
2011/12/11,Tunisia,Uruguay,34,17,W,WorldChampionship,2011,Brazil
2011/12/11,China,Australia,45,11,W,WorldChampionship,2011,Brazil
2011/12/11,Cuba,Argentina,25,20,W,WorldChampionship,2011,Brazil
2011/12/12,Australia,Argentina,12,30,W,WorldChampionship,2011,Brazil
2011/12/12,China,Cuba,30,29,W,WorldChampionship,2011,Brazil
2011/12/12,Kazakhstan,Uruguay,31,22,W,WorldChampionship,2011,Brazil
2011/12/12,Germany,Tunisia,33,25,W,WorldChampionship,2011,Brazil
2013/12/07,Montenegro,South Korea,24,22,W,WorldChampionship,2013,Serbia
2013/12/07,France,DR Congo,31,13,W,WorldChampionship,2013,Serbia
2013/12/07,Netherlands,Dominican Republic,44,21,W,WorldChampionship,2013,Serbia
2013/12/08,South Korea,Netherlands,29,26,W,WorldChampionship,2013,Serbia
2013/12/08,DR Congo,Montenegro,9,35,W,WorldChampionship,2013,Serbia
2013/12/08,Dominican Republic,France,10,27,W,WorldChampionship,2013,Serbia
2013/12/10,South Korea,DR Congo,34,20,W,WorldChampionship,2013,Serbia
2013/12/10,Montenegro,Dominican Republic,33,19,W,WorldChampionship,2013,Serbia
2013/12/10,Netherlands,France,19,23,W,WorldChampionship,2013,Serbia
2013/12/11,Dominican Republic,South Korea,20,51,W,WorldChampionship,2013,Serbia
2013/12/11,Netherlands,DR Congo,33,21,W,WorldChampionship,2013,Serbia
2013/12/11,France,Montenegro,17,16,W,WorldChampionship,2013,Serbia
2013/12/13,DR Congo,Dominican Republic,23,22,W,WorldChampionship,2013,Serbia
2013/12/13,France,South Korea,27,22,W,WorldChampionship,2013,Serbia
2013/12/13,Montenegro,Netherlands,27,25,W,WorldChampionship,2013,Serbia
2013/12/06,Serbia,Japan,28,26,W,WorldChampionship,2013,Serbia
2013/12/07,Brazil,Algeria,36,20,W,WorldChampionship,2013,Serbia
2013/12/07,Denmark,China,44,21,W,WorldChampionship,2013,Serbia
2013/12/08,China,Brazil,21,34,W,WorldChampionship,2013,Serbia
2013/12/08,Algeria,Serbia,14,34,W,WorldChampionship,2013,Serbia
2013/12/08,Japan,Denmark,25,29,W,WorldChampionship,2013,Serbia
2013/12/10,China,Japan,27,33,W,WorldChampionship,2013,Serbia
2013/12/10,Brazil,Serbia,25,23,W,WorldChampionship,2013,Serbia
2013/12/10,Denmark,Algeria,38,20,W,WorldChampionship,2013,Serbia
2013/12/11,Brazil,Japan,24,20,W,WorldChampionship,2013,Serbia
2013/12/11,Algeria,China,25,27,W,WorldChampionship,2013,Serbia
2013/12/11,Serbia,Denmark,23,22,W,WorldChampionship,2013,Serbia
2013/12/13,Japan,Algeria,32,23,W,WorldChampionship,2013,Serbia
2013/12/13,Serbia,China,32,18,W,WorldChampionship,2013,Serbia
2013/12/13,Denmark,Brazil,18,23,W,WorldChampionship,2013,Serbia
2013/12/07,Angola,Argentina,33,23,W,WorldChampionship,2013,Serbia
2013/12/07,Poland,Paraguay,40,6,W,WorldChampionship,2013,Serbia
2013/12/07,Norway,Spain,22,20,W,WorldChampionship,2013,Serbia
2013/12/09,Paraguay,Angola,12,37,W,WorldChampionship,2013,Serbia
2013/12/09,Spain,Poland,26,20,W,WorldChampionship,2013,Serbia
2013/12/09,Argentina,Norway,18,37,W,WorldChampionship,2013,Serbia
2013/12/10,Poland,Angola,32,23,W,WorldChampionship,2013,Serbia
2013/12/10,Spain,Argentina,25,19,W,WorldChampionship,2013,Serbia
2013/12/10,Norway,Paraguay,34,13,W,WorldChampionship,2013,Serbia
2013/12/12,Paraguay,Spain,9,29,W,WorldChampionship,2013,Serbia
2013/12/12,Poland,Argentina,31,17,W,WorldChampionship,2013,Serbia
2013/12/12,Angola,Norway,21,26,W,WorldChampionship,2013,Serbia
2013/12/13,Argentina,Paraguay,25,15,W,WorldChampionship,2013,Serbia
2013/12/13,Angola,Spain,21,30,W,WorldChampionship,2013,Serbia
2013/12/13,Norway,Poland,23,18,W,WorldChampionship,2013,Serbia
2013/12/07,Hungary,Czech Republic,35,27,W,WorldChampionship,2013,Serbia
2013/12/07,Germany,Australia,36,15,W,WorldChampionship,2013,Serbia
2013/12/07,Romania,Tunisia,27,17,W,WorldChampionship,2013,Serbia
2013/12/09,Tunisia,Hungary,24,26,W,WorldChampionship,2013,Serbia
2013/12/09,Czech Republic,Germany,32,37,W,WorldChampionship,2013,Serbia
2013/12/09,Australia,Romania,13,32,W,WorldChampionship,2013,Serbia
2013/12/10,Czech Republic,Tunisia,28,24,W,WorldChampionship,2013,Serbia
2013/12/10,Germany,Romania,26,23,W,WorldChampionship,2013,Serbia
2013/12/10,Hungary,Australia,39,15,W,WorldChampionship,2013,Serbia
2013/12/12,Australia,Czech Republic,10,34,W,WorldChampionship,2013,Serbia
2013/12/12,Germany,Tunisia,26,20,W,WorldChampionship,2013,Serbia
2013/12/12,Romania,Hungary,21,17,W,WorldChampionship,2013,Serbia
2013/12/13,Tunisia,Australia,24,15,W,WorldChampionship,2013,Serbia
2013/12/13,Hungary,Germany,26,27,W,WorldChampionship,2013,Serbia
2013/12/13,Romania,Czech Republic,29,23,W,WorldChampionship,2013,Serbia
2013/12/15,DR Congo,China,22,23,W,WorldChampionship,2013,Serbia
2013/12/15,Argentina,Tunisia,21,27,W,WorldChampionship,2013,Serbia
2013/12/16,DR Congo,Argentina,19,31,W,WorldChampionship,2013,Serbia
2013/12/16,China,Tunisia,23,28,W,WorldChampionship,2013,Serbia
2013/12/15,Dominican Republic,Algeria,24,29,W,WorldChampionship,2013,Serbia
2013/12/15,Paraguay,Australia,18,18,W,WorldChampionship,2013,Serbia
2013/12/16,Dominican Republic,Australia,27,26,W,WorldChampionship,2013,Serbia
2013/12/16,Algeria,Paraguay,19,29,W,WorldChampionship,2013,Serbia
2013/12/15,Germany,Angola,29,21,W,WorldChampionship,2013,Serbia
2013/12/15,France,Japan,27,19,W,WorldChampionship,2013,Serbia
2013/12/15,Poland,Romania,31,29,W,WorldChampionship,2013,Serbia
2013/12/15,Denmark,Montenegro,22,21,W,WorldChampionship,2013,Serbia
2013/12/16,Hungary,Spain,28,21,W,WorldChampionship,2013,Serbia
2013/12/16,Brazil,Netherlands,29,23,W,WorldChampionship,2013,Serbia
2013/12/16,Norway,Czech Republic,31,21,W,WorldChampionship,2013,Serbia
2013/12/16,South Korea,Serbia,27,28,W,WorldChampionship,2013,Serbia
2013/12/18,Brazil,Hungary,33,31,W,WorldChampionship,2013,Serbia
2013/12/18,Poland,France,22,21,W,WorldChampionship,2013,Serbia
2013/12/18,Serbia,Norway,28,25,W,WorldChampionship,2013,Serbia
2013/12/18,Denmark,Germany,31,28,W,WorldChampionship,2013,Serbia
2013/12/20,Poland,Serbia,18,24,W,WorldChampionship,2013,Serbia
2013/12/20,Brazil,Denmark,27,21,W,WorldChampionship,2013,Serbia
2013/12/22,Denmark,Poland,30,26,W,WorldChampionship,2013,Serbia
2013/12/22,Brazil,Serbia,22,20,W,WorldChampionship,2013,Serbia
2015/12/05,Montenegro,Serbia,28,28,W,WorldChampionship,2015,Denmark
2015/12/05,Hungary,Tunisia,39,20,W,WorldChampionship,2015,Denmark
2015/12/05,Denmark,Japan,30,21,W,WorldChampionship,2015,Denmark
2015/12/06,Japan,Montenegro,23,29,W,WorldChampionship,2015,Denmark
2015/12/06,Serbia,Hungary,26,32,W,WorldChampionship,2015,Denmark
2015/12/06,Tunisia,Denmark,20,32,W,WorldChampionship,2015,Denmark
2015/12/08,Japan,Tunisia,31,21,W,WorldChampionship,2015,Denmark
2015/12/08,Montenegro,Hungary,32,15,W,WorldChampionship,2015,Denmark
2015/12/08,Denmark,Serbia,29,20,W,WorldChampionship,2015,Denmark
2015/12/09,Montenegro,Tunisia,37,26,W,WorldChampionship,2015,Denmark
2015/12/09,Serbia,Japan,27,22,W,WorldChampionship,2015,Denmark
2015/12/09,Hungary,Denmark,29,22,W,WorldChampionship,2015,Denmark
2015/12/11,Hungary,Japan,31,21,W,WorldChampionship,2015,Denmark
2015/12/11,Tunisia,Serbia,21,43,W,WorldChampionship,2015,Denmark
2015/12/11,Denmark,Montenegro,21,23,W,WorldChampionship,2015,Denmark
2015/12/05,Netherlands,China,42,21,W,WorldChampionship,2015,Denmark
2015/12/05,Cuba,Poland,22,27,W,WorldChampionship,2015,Denmark
2015/12/05,Sweden,Angola,37,23,W,WorldChampionship,2015,Denmark
2015/12/06,China,Cuba,39,30,W,WorldChampionship,2015,Denmark
2015/12/06,Angola,Netherlands,24,37,W,WorldChampionship,2015,Denmark
2015/12/06,Poland,Sweden,30,31,W,WorldChampionship,2015,Denmark
2015/12/08,Cuba,Angola,23,38,W,WorldChampionship,2015,Denmark
2015/12/08,Poland,China,29,24,W,WorldChampionship,2015,Denmark
2015/12/08,Sweden,Netherlands,28,28,W,WorldChampionship,2015,Denmark
2015/12/09,Cuba,Netherlands,23,45,W,WorldChampionship,2015,Denmark
2015/12/09,Angola,Poland,27,29,W,WorldChampionship,2015,Denmark
2015/12/09,Sweden,China,47,28,W,WorldChampionship,2015,Denmark
2015/12/11,China,Angola,29,32,W,WorldChampionship,2015,Denmark
2015/12/11,Netherlands,Poland,31,20,W,WorldChampionship,2015,Denmark
2015/12/11,Cuba,Sweden,25,49,W,WorldChampionship,2015,Denmark
2015/12/05,Argentina,DR Congo,23,15,W,WorldChampionship,2015,Denmark
2015/12/05,France,Germany,30,20,W,WorldChampionship,2015,Denmark
2015/12/05,Brazil,South Korea,24,24,W,WorldChampionship,2015,Denmark
2015/12/07,DR Congo,Brazil,11,26,W,WorldChampionship,2015,Denmark
2015/12/07,South Korea,France,22,22,W,WorldChampionship,2015,Denmark
2015/12/07,Germany,Argentina,33,13,W,WorldChampionship,2015,Denmark
2015/12/08,South Korea,DR Congo,35,17,W,WorldChampionship,2015,Denmark
2015/12/08,France,Argentina,20,12,W,WorldChampionship,2015,Denmark
2015/12/08,Brazil,Germany,24,21,W,WorldChampionship,2015,Denmark
2015/12/10,Argentina,Brazil,19,23,W,WorldChampionship,2015,Denmark
2015/12/10,France,DR Congo,29,16,W,WorldChampionship,2015,Denmark
2015/12/10,Germany,South Korea,40,28,W,WorldChampionship,2015,Denmark
2015/12/11,Argentina,South Korea,22,29,W,WorldChampionship,2015,Denmark
2015/12/11,Brazil,France,21,20,W,WorldChampionship,2015,Denmark
2015/12/11,DR Congo,Germany,19,37,W,WorldChampionship,2015,Denmark
2015/12/05,Romania,Puerto Rico,47,14,W,WorldChampionship,2015,Denmark
2015/12/05,Spain,Kazakhstan,31,10,W,WorldChampionship,2015,Denmark
2015/12/05,Norway,Russia,25,26,W,WorldChampionship,2015,Denmark
2015/12/07,Kazakhstan,Romania,20,36,W,WorldChampionship,2015,Denmark
2015/12/07,Russia,Spain,28,26,W,WorldChampionship,2015,Denmark
2015/12/07,Puerto Rico,Norway,13,39,W,WorldChampionship,2015,Denmark
2015/12/08,Russia,Puerto Rico,45,18,W,WorldChampionship,2015,Denmark
2015/12/08,Spain,Romania,26,18,W,WorldChampionship,2015,Denmark
2015/12/08,Norway,Kazakhstan,40,19,W,WorldChampionship,2015,Denmark
2015/12/10,Kazakhstan,Russia,19,42,W,WorldChampionship,2015,Denmark
2015/12/10,Spain,Puerto Rico,39,13,W,WorldChampionship,2015,Denmark
2015/12/10,Romania,Norway,22,26,W,WorldChampionship,2015,Denmark
2015/12/11,Puerto Rico,Kazakhstan,30,27,W,WorldChampionship,2015,Denmark
2015/12/11,Romania,Russia,27,30,W,WorldChampionship,2015,Denmark
2015/12/11,Norway,Spain,29,26,W,WorldChampionship,2015,Denmark
2015/12/13,Japan,China,24,29,W,WorldChampionship,2015,Denmark
2015/12/13,Argentina,Puerto Rico,28,14,W,WorldChampionship,2015,Denmark
2015/12/14,Japan,Puerto Rico,44,15,W,WorldChampionship,2015,Denmark
2015/12/14,China,Argentina,35,27,W,WorldChampionship,2015,Denmark
2015/12/13,Tunisia,Cuba,28,24,W,WorldChampionship,2015,Denmark
2015/12/13,DR Congo,Kazakhstan,30,31,W,WorldChampionship,2015,Denmark
2015/12/14,Cuba,DR Congo,29,19,W,WorldChampionship,2015,Denmark
2015/12/14,Tunisia,Kazakhstan,39,23,W,WorldChampionship,2015,Denmark
2015/12/13,Germany,Norway,22,28,W,WorldChampionship,2015,Denmark
2015/12/13,Brazil,Romania,22,25,W,WorldChampionship,2015,Denmark
2015/12/13,Denmark,Sweden,26,19,W,WorldChampionship,2015,Denmark
